	NUMERO	NOM	TYPE_1	TYPE_2	POINTS_DE_VIE	POINTS_ATTAQUE	POINTS_DEFFENCE	POINTS_ATTAQUE_SPECIALE	POINT_DEFENSE_SPECIALE	POINTS_VITESSE	NOMBRE_GENERATIONS	LEGENDAIRE	First_pokemon	Second_pokemon	NBR_COMBATS	NBR_VICTOIRES	POURCENTAGE_DE_VICTOIRES
242	243	Octillery	Eau		75	105	75	105	75	45	2	0	37.0	37.0	113.0	37.0	0.3274336283185841
243	244	Cadoizo	Glace	Vol	45	55	45	65	45	75	2	0	74.0	74.0	130.0	74.0	0.5692307692307692
244	245	D�manta	Eau	Vol	65	40	70	80	140	70	2	0	78.0	78.0	131.0	78.0	0.5954198473282443
245	246	Airmure	Acier	Vol	65	80	140	40	70	70	2	0	70.0	70.0	134.0	70.0	0.5223880597014925
246	247	Malosse	Obscur	Feu	45	60	30	80	50	65	2	0	58.0	58.0	126.0	58.0	0.4603174603174603
247	248	D�molosse	Obscur	Feu	75	90	50	110	80	95	2	0	111.0	111.0	139.0	111.0	0.7985611510791367
248	249	Mega D�molosse	Obscur	Feu	75	90	90	140	90	115	2	0	128.0	128.0	135.0	128.0	0.9481481481481482
249	250	Hyporoi	Eau	Dragon	75	95	95	95	95	85	2	0	88.0	88.0	136.0	88.0	0.6470588235294118
250	251	Phanpy	Sol		90	60	60	40	40	40	2	0	39.0	39.0	132.0	39.0	0.29545454545454547
251	252	Donphan	Sol		90	120	120	60	60	50	2	0	48.0	48.0	136.0	48.0	0.35294117647058826
252	253	Porygon2	Normal		85	80	90	105	95	60	2	0	53.0	53.0	108.0	53.0	0.49074074074074076
253	254	Cerfrousse	Normal		73	95	62	85	65	85	2	0	90.0	90.0	135.0	90.0	0.6666666666666666
254	255	Queulorior	Normal		55	20	35	20	45	75	2	0	52.0	52.0	138.0	52.0	0.37681159420289856
255	256	Debugant	Combat		35	35	35	35	35	35	2	0	17.0	17.0	127.0	17.0	0.13385826771653545
256	257	Kapoera	Combat		50	95	95	35	110	70	2	0	72.0	72.0	139.0	72.0	0.5179856115107914
257	258	Lippouti	Glace	Psy	45	30	15	85	65	65	2	0	46.0	46.0	127.0	46.0	0.36220472440944884
258	259	�lekid	Electrique		45	63	37	65	55	95	2	0	116.0	116.0	144.0	116.0	0.8055555555555556
259	260	Magby	Feu		45	75	37	70	55	83	2	0	81.0	81.0	131.0	81.0	0.6183206106870229
260	261	�cr�meuh	Normal		95	80	105	40	70	100	2	0	103.0	103.0	128.0	103.0	0.8046875
261	262	Leuphorie	Normal		255	10	10	75	135	55	2	0	40.0	40.0	128.0	40.0	0.3125
262	263	Raikou	Electrique		90	85	75	115	100	115	2	1	91.0	91.0	97.0	91.0	0.9381443298969072
263	264	Entei	Feu		115	115	85	90	75	100	2	1	109.0	109.0	134.0	109.0	0.8134328358208955
264	265	Suicune	Eau		100	75	115	90	115	85	2	1	78.0	78.0	121.0	78.0	0.6446280991735537
265	266	Embrylex	Roche	Sol	50	64	50	45	50	41	2	0	25.0	25.0	110.0	25.0	0.22727272727272727
266	267	Ymphect	Roche	Sol	70	84	70	65	70	51	2	0	41.0	41.0	139.0	41.0	0.2949640287769784
267	268	Tyranocif	Roche	Obscur	100	134	110	95	100	61	2	0	56.0	56.0	138.0	56.0	0.4057971014492754
268	269	Mega Tyranocif	Roche	Obscur	100	164	150	95	120	71	2	0	70.0	70.0	124.0	70.0	0.5645161290322581
269	270	Lugia	Psy	Vol	106	90	130	90	154	110	2	1	107.0	107.0	123.0	107.0	0.8699186991869918
270	271	Ho-Oh	Feu	Vol	106	130	90	110	154	90	2	1	77.0	77.0	107.0	77.0	0.719626168224299
271	272	Celebi	Psy	Herbe	100	100	100	100	100	100	2	0	111.0	111.0	133.0	111.0	0.8345864661654135
272	273	Arcko	Herbe		40	45	35	65	55	70	3	0	52.0	52.0	116.0	52.0	0.4482758620689655
273	274	Massko	Herbe		50	65	45	85	65	95	3	0	76.0	76.0	105.0	76.0	0.7238095238095238
274	275	Jungko	Herbe		70	85	65	105	85	120	3	0	113.0	113.0	122.0	113.0	0.9262295081967213
275	276	Mega Jungko	Herbe	Dragon	70	110	75	145	85	145	3	0	119.0	119.0	126.0	119.0	0.9444444444444444
276	277	Poussifeu	Feu		45	60	40	70	50	45	3	0	39.0	39.0	137.0	39.0	0.2846715328467153
277	278	Galifeu	Feu	Combat	60	85	60	85	60	55	3	0	54.0	54.0	147.0	54.0	0.3673469387755102
278	279	Bras�gali	Feu	Combat	80	120	70	110	70	80	3	0	79.0	79.0	123.0	79.0	0.6422764227642277
279	280	Mega Bras�gali	Feu	Combat	80	160	80	130	80	100	3	0	104.0	104.0	123.0	104.0	0.8455284552845529
280	281	Gobou	Eau		50	70	50	50	50	40	3	0	22.0	22.0	135.0	22.0	0.16296296296296298
281	282	Flobio	Eau	Sol	70	85	70	60	70	50	3	0	42.0	42.0	148.0	42.0	0.28378378378378377
282	283	Laggron	Eau	Sol	100	110	90	85	90	60	3	0	65.0	65.0	136.0	65.0	0.47794117647058826
283	284	Mega Laggron	Eau	Sol	100	150	110	95	110	70	3	0	77.0	77.0	130.0	77.0	0.5923076923076923
284	285	Medhy�na	Obscur		35	55	35	30	30	35	3	0	27.0	27.0	114.0	27.0	0.23684210526315788
285	286	Grahy�na	Obscur		70	90	70	60	60	70	3	0	85.0	85.0	133.0	85.0	0.6390977443609023
286	287	Zigzaton	Normal		38	30	41	30	41	60	3	0	31.0	31.0	107.0	31.0	0.2897196261682243
287	288	Lin�on	Normal		78	70	61	50	61	100	3	0	101.0	101.0	124.0	101.0	0.8145161290322581
288	289	Chenipotte	Insecte		45	45	35	20	30	20	3	0	10.0	10.0	138.0	10.0	0.07246376811594203
289	290	Armulys	Insecte		50	35	55	25	25	15	3	0	3.0	3.0	138.0	3.0	0.021739130434782608
290	291	Charmillon	Insecte	Vol	60	70	50	100	50	65	3	0	72.0	72.0	138.0	72.0	0.5217391304347826
291	292	Blindalys	Insecte		50	35	55	25	25	15	3	0	7.0	7.0	133.0	7.0	0.05263157894736842
292	293	Papinox	Insecte	Poison	60	50	70	50	90	65	3	0	55.0	55.0	139.0	55.0	0.39568345323741005
293	294	N�nupiot	Eau	Herbe	40	30	30	40	50	30	3	0	10.0	10.0	126.0	10.0	0.07936507936507936
294	295	Lombre	Eau	Herbe	60	50	50	60	70	50	3	0	36.0	36.0	127.0	36.0	0.28346456692913385
295	296	Ludicolo	Eau	Herbe	80	70	70	90	100	70	3	0	69.0	69.0	123.0	69.0	0.5609756097560976
296	297	Grainipiot	Herbe		40	40	50	30	30	30	3	0	11.0	11.0	126.0	11.0	0.0873015873015873
297	298	Pifeuil	Herbe	Obscur	70	70	40	60	40	60	3	0	48.0	48.0	113.0	48.0	0.4247787610619469
298	299	Tengalice	Herbe	Obscur	90	100	60	90	60	80	3	0	79.0	79.0	123.0	79.0	0.6422764227642277
299	300	Nirondelle	Normal	Vol	40	55	30	30	30	85	3	0	86.0	86.0	125.0	86.0	0.688
300	301	H�l�delle	Normal	Vol	60	85	60	50	50	125	3	0	110.0	110.0	121.0	110.0	0.9090909090909091
301	302	Go�lise	Eau	Vol	40	30	30	55	30	85	3	0	56.0	56.0	120.0	56.0	0.4666666666666667
302	303	Bekipan	Eau	Vol	60	50	100	85	70	65	3	0	59.0	59.0	124.0	59.0	0.47580645161290325
303	304	Tarsal	Psy	F�e	28	25	25	45	35	40	3	0	23.0	23.0	143.0	23.0	0.16083916083916083
304	305	Kirlia	Psy	F�e	38	35	35	65	55	50	3	0	36.0	36.0	136.0	36.0	0.2647058823529412
305	306	Gardevoir	Psy	F�e	68	65	65	125	115	80	3	0	84.0	84.0	130.0	84.0	0.6461538461538462
306	307	Mega Gardevoir	Psy	F�e	68	85	65	165	135	100	3	0	97.0	97.0	120.0	97.0	0.8083333333333333
307	308	Arakdo	Insecte	Eau	40	30	32	50	52	65	3	0	47.0	47.0	128.0	47.0	0.3671875
308	309	Maskadra	Insecte	Vol	70	60	62	80	82	60	3	0	63.0	63.0	144.0	63.0	0.4375
309	310	Balignon	Herbe		60	40	60	40	60	35	3	0	26.0	26.0	144.0	26.0	0.18055555555555555
310	311	Chapignon	Herbe	Combat	60	130	80	60	60	70	3	0	67.0	67.0	130.0	67.0	0.5153846153846153
311	312	Parecool	Normal		60	60	60	35	35	30	3	0	15.0	15.0	134.0	15.0	0.11194029850746269
312	313	Vigoroth	Normal		80	80	80	55	55	90	3	0	86.0	86.0	134.0	86.0	0.6417910447761194
313	314	Monafl�mit	Normal		150	160	100	95	65	100	3	0	133.0	133.0	150.0	133.0	0.8866666666666667
314	315	Ningale	Insecte	Sol	31	45	90	30	30	40	3	0	25.0	25.0	114.0	25.0	0.21929824561403508
315	316	Ninjask	Insecte	Vol	61	90	45	50	50	160	3	0	108.0	108.0	117.0	108.0	0.9230769230769231
316	317	Munja	Insecte	Spectre	1	90	45	30	30	40	3	0	41.0	41.0	124.0	41.0	0.33064516129032256
317	318	Chuchmur	Normal		64	51	23	51	23	28	3	0	15.0	15.0	132.0	15.0	0.11363636363636363
318	319	Ramboum	Normal		84	71	43	71	43	48	3	0	37.0	37.0	143.0	37.0	0.25874125874125875
319	320	Brouhabam	Normal		104	91	63	91	73	68	3	0	65.0	65.0	127.0	65.0	0.5118110236220472
320	321	Makuhita	Combat		72	60	30	20	30	25	3	0	14.0	14.0	121.0	14.0	0.11570247933884298
321	322	Hariyama	Combat		144	120	60	40	60	50	3	0					
322	323	Azurill	Normal	F�e	50	20	40	20	40	20	3	0	13.0	13.0	135.0	13.0	0.0962962962962963
323	324	Tarinor	Roche		30	45	135	45	90	30	3	0	13.0	13.0	140.0	13.0	0.09285714285714286
324	325	Skitty	Normal		50	45	45	35	35	50	3	0	32.0	32.0	136.0	32.0	0.23529411764705882
325	326	Delcatty	Normal		70	65	65	55	55	70	3	0	58.0	58.0	116.0	58.0	0.5
326	327	T�n�fix	Obscur	Spectre	50	75	75	65	65	50	3	0	49.0	49.0	121.0	49.0	0.4049586776859504
327	328	Mega T�n�fix	Obscur	Spectre	50	85	125	85	115	20	3	0	59.0	59.0	137.0	59.0	0.4306569343065693
328	329	Mysdibule	Acier	F�e	50	85	85	55	55	50	3	0	48.0	48.0	123.0	48.0	0.3902439024390244
329	330	Mega Mysdibule	Acier	F�e	50	105	125	55	95	50	3	0	53.0	53.0	141.0	53.0	0.375886524822695
330	331	Galekid	Acier	Roche	50	70	100	40	40	30	3	0	28.0	28.0	126.0	28.0	0.2222222222222222
331	332	Galegon	Acier	Roche	60	90	140	50	50	40	3	0	36.0	36.0	142.0	36.0	0.2535211267605634
332	333	Galeking	Acier	Roche	70	110	180	60	60	50	3	0	63.0	63.0	153.0	63.0	0.4117647058823529
333	334	Mega Laggron	Acier		70	140	230	60	80	50	3	0	48.0	48.0	148.0	48.0	0.32432432432432434
334	335	M�ditikka	Combat	Psy	30	40	55	40	55	60	3	0	45.0	45.0	139.0	45.0	0.3237410071942446
335	336	Charmina	Combat	Psy	60	60	75	60	75	80	3	0	82.0	82.0	112.0	82.0	0.7321428571428571
336	337	Mega Charmina	Combat	Psy	60	100	85	80	85	100	3	0	89.0	89.0	127.0	89.0	0.7007874015748031
337	338	Dynavolt	Electrique		40	45	40	65	40	65	3	0	77.0	77.0	136.0	77.0	0.5661764705882353
338	339	�lecsprint	Electrique		70	75	60	105	60	105	3	0	110.0	110.0	125.0	110.0	0.88
339	340	Mega �lecsprint	Electrique		70	75	80	135	80	135	3	0	123.0	123.0	134.0	123.0	0.917910447761194
340	341	Posipi	Electrique		60	50	40	85	75	95	3	0	92.0	92.0	122.0	92.0	0.7540983606557377
341	342	N�gapi	Electrique		60	40	50	75	85	95	3	0	81.0	81.0	134.0	81.0	0.6044776119402985
342	343	Muciole	Insecte		65	73	55	47	75	85	3	0	76.0	76.0	111.0	76.0	0.6846846846846847
343	344	Lumivole	Insecte		65	47	55	73	75	85	3	0	104.0	104.0	160.0	104.0	0.65
344	345	Ros�lia	Herbe	Poison	50	60	45	100	80	65	3	0	53.0	53.0	116.0	53.0	0.45689655172413796
345	346	Gloupti	Poison		70	43	53	43	53	40	3	0	21.0	21.0	110.0	21.0	0.19090909090909092
346	347	Avaltout	Poison		100	73	83	73	83	55	3	0	45.0	45.0	121.0	45.0	0.371900826446281
347	348	Carvanha	Eau	Obscur	45	90	20	65	20	65	3	0	66.0	66.0	129.0	66.0	0.5116279069767442
348	349	Sharpedo	Eau	Obscur	70	120	40	95	40	95	3	0	107.0	107.0	132.0	107.0	0.8106060606060606
349	350	Mega Sharpedo	Eau	Obscur	70	140	70	110	65	105	3	0	114.0	114.0	120.0	114.0	0.95
350	351	Wailmer	Eau		130	70	35	70	35	60	3	0	45.0	45.0	112.0	45.0	0.4017857142857143
351	352	Wailord	Eau		170	90	45	90	45	60	3	0	59.0	59.0	138.0	59.0	0.427536231884058
352	353	Chamallot	Feu	Sol	60	60	40	65	45	35	3	0	19.0	19.0	120.0	19.0	0.15833333333333333
353	354	Cam�rupt	Feu	Sol	70	100	70	105	75	40	3	0	26.0	26.0	112.0	26.0	0.23214285714285715
354	355	Mega Cam�rupt	Feu	Sol	70	120	100	145	105	20	3	0	37.0	37.0	131.0	37.0	0.2824427480916031
355	356	Chartor	Feu		70	85	140	85	70	20	3	0	34.0	34.0	125.0	34.0	0.272
356	357	Spoink	Psy		60	25	35	70	80	60	3	0	36.0	36.0	117.0	36.0	0.3076923076923077
357	358	Groret	Psy		80	45	65	90	110	80	3	0	59.0	59.0	108.0	59.0	0.5462962962962963
358	359	Spinda	Normal		60	60	60	60	60	60	3	0	48.0	48.0	126.0	48.0	0.38095238095238093
359	360	Kraknoix	Sol		45	100	45	45	45	10	3	0	41.0	41.0	139.0	41.0	0.2949640287769784
360	361	Vibraninf	Sol	Dragon	50	70	50	50	50	70	3	0	70.0	70.0	124.0	70.0	0.5645161290322581
361	362	Lib�gon	Sol	Dragon	80	100	80	80	80	100	3	0	105.0	105.0	116.0	105.0	0.9051724137931034
362	363	Cacnea	Herbe		50	85	40	85	40	35	3	0	22.0	22.0	126.0	22.0	0.1746031746031746
363	364	Cacturne	Herbe	Obscur	70	115	60	115	60	55	3	0	66.0	66.0	142.0	66.0	0.4647887323943662
364	365	Tylton	Normal	Vol	45	40	60	40	75	50	3	0	36.0	36.0	123.0	36.0	0.2926829268292683
365	366	Altaria	Dragon	Vol	75	70	90	70	105	80	3	0	82.0	82.0	125.0	82.0	0.656
366	367	Mega Altaria	Dragon	F�e	75	110	110	110	105	80	3	0	90.0	90.0	137.0	90.0	0.656934306569343
367	368	Mangriff	Normal		73	115	60	60	60	90	3	0	79.0	79.0	118.0	79.0	0.6694915254237288
368	369	S�viper	Poison		73	100	60	100	60	65	3	0	61.0	61.0	143.0	61.0	0.42657342657342656
369	370	S�l�roc	Roche	Psy	70	55	65	95	85	70	3	0	69.0	69.0	130.0	69.0	0.5307692307692308
370	371	Solaroc	Roche	Psy	70	95	85	55	65	70	3	0	54.0	54.0	108.0	54.0	0.5
371	372	Barloche	Eau	Sol	50	48	43	46	41	60	3	0	70.0	70.0	148.0	70.0	0.47297297297297297
372	373	Barbicha	Eau	Sol	110	78	73	76	71	60	3	0	41.0	41.0	123.0	41.0	0.3333333333333333
373	374	�crapince	Eau		43	80	65	50	35	35	3	0	22.0	22.0	155.0	22.0	0.14193548387096774
374	375	Colhomard	Eau	Obscur	63	120	85	90	55	55	3	0	34.0	34.0	121.0	34.0	0.2809917355371901
375	376	Balbuto	Sol	Psy	40	40	55	40	70	55	3	0	61.0	61.0	149.0	61.0	0.40939597315436244
376	377	Kaorine	Sol	Psy	60	70	105	70	120	75	3	0	73.0	73.0	122.0	73.0	0.5983606557377049
377	378	Lilia	Roche	Herbe	66	41	77	61	87	23	3	0	15.0	15.0	124.0	15.0	0.12096774193548387
378	379	Vacilys	Roche	Herbe	86	81	97	81	107	43	3	0	26.0	26.0	128.0	26.0	0.203125
379	380	Anorith	Roche	Insecte	45	95	50	40	50	75	3	0	81.0	81.0	150.0	81.0	0.54
380	381	Armaldo	Roche	Insecte	75	125	100	70	80	45	3	0	37.0	37.0	112.0	37.0	0.33035714285714285
381	382	Barpau	Eau		20	15	20	10	55	80	3	0	33.0	33.0	123.0	33.0	0.2682926829268293
382	383	Milobellus	Eau		95	60	79	100	125	81	3	0	80.0	80.0	129.0	80.0	0.6201550387596899
383	384	Morph�o	Normal		70	70	70	70	70	70	3	0	64.0	64.0	121.0	64.0	0.5289256198347108
384	385	Kecleon	Normal		60	90	70	60	120	40	3	0	34.0	34.0	124.0	34.0	0.27419354838709675
385	386	Polichombr	Spectre		44	75	35	63	33	45	3	0	36.0	36.0	136.0	36.0	0.2647058823529412
386	387	Branette	Spectre		64	115	65	83	63	65	3	0	74.0	74.0	139.0	74.0	0.5323741007194245
387	388	Mega Branette	Spectre		64	165	75	93	83	75	3	0	83.0	83.0	126.0	83.0	0.6587301587301587
388	389	Skel�nox	Spectre		20	40	90	30	90	25	3	0	15.0	15.0	132.0	15.0	0.11363636363636363
389	390	T�raclope	Spectre		40	70	130	60	130	25	3	0	21.0	21.0	121.0	21.0	0.17355371900826447
390	391	Tropius	Herbe	Vol	99	68	83	72	87	51	3	0	56.0	56.0	134.0	56.0	0.417910447761194
391	392	�oko	Psy		65	50	70	95	80	65	3	0	52.0	52.0	122.0	52.0	0.4262295081967213
392	393	Absol	Obscur		65	130	60	75	60	75	3	0	89.0	89.0	129.0	89.0	0.689922480620155
393	394	Mega Absol	Obscur		65	150	60	115	60	115	3	0	130.0	130.0	139.0	130.0	0.935251798561151
394	395	Ok�ok�	Psy		95	23	48	23	48	23	3	0	6.0	6.0	130.0	6.0	0.046153846153846156
395	396	Stalgamin	Glace		50	50	50	50	50	50	3	0	39.0	39.0	127.0	39.0	0.30708661417322836
396	397	Oniglali	Glace		80	80	80	80	80	80	3	0	80.0	80.0	133.0	80.0	0.6015037593984962
397	398	Mega Oniglali	Glace		80	120	80	120	80	100	3	0	78.0	78.0	92.0	78.0	0.8478260869565217
398	399	Obalie	Glace	Eau	70	40	50	55	50	25	3	0	8.0	8.0	131.0	8.0	0.061068702290076333
399	400	Phogleur	Glace	Eau	90	60	70	75	70	45	3	0	32.0	32.0	134.0	32.0	0.23880597014925373
400	401	Kaimorse	Glace	Eau	110	80	90	95	90	65	3	0	75.0	75.0	149.0	75.0	0.5033557046979866
401	402	Coquiperl	Eau		35	64	85	74	55	32	3	0	23.0	23.0	116.0	23.0	0.19827586206896552
402	403	Serpang	Eau		55	104	105	94	75	52	3	0	48.0	48.0	132.0	48.0	0.36363636363636365
403	404	Rosabyss	Eau		55	84	105	114	75	52	3	0	37.0	37.0	128.0	37.0	0.2890625
404	405	Relicanth	Eau	Roche	100	90	130	45	65	55	3	0	57.0	57.0	134.0	57.0	0.4253731343283582
405	406	Lovdisc	Eau		43	30	55	40	65	97	3	0	79.0	79.0	131.0	79.0	0.6030534351145038
406	407	Draby	Dragon		45	75	60	40	30	50	3	0	38.0	38.0	125.0	38.0	0.304
407	408	Drackhaus	Dragon		65	95	100	60	50	50	3	0	43.0	43.0	123.0	43.0	0.34959349593495936
408	409	Drattak	Dragon	Vol	95	135	80	110	80	100	3	0	113.0	113.0	137.0	113.0	0.8248175182481752
409	410	Mega Drattak	Dragon	Vol	95	145	130	120	90	120	3	0	125.0	125.0	133.0	125.0	0.9398496240601504
410	411	Terhal	Acier	Psy	40	55	80	35	60	30	3	0	20.0	20.0	133.0	20.0	0.15037593984962405
411	412	M�tang	Acier	Psy	60	75	100	55	80	50	3	0	42.0	42.0	136.0	42.0	0.3088235294117647
412	413	M�talosse	Acier	Psy	80	135	130	95	90	70	3	0	57.0	57.0	110.0	57.0	0.5181818181818182
413	414	Mega M�talosse	Acier	Psy	80	145	150	105	110	110	3	0	113.0	113.0	130.0	113.0	0.8692307692307693
414	415	Regirock	Roche		80	100	200	50	100	50	3	1	50.0	50.0	144.0	50.0	0.3472222222222222
415	416	Regice	Glace		80	50	100	100	200	50	3	1	33.0	33.0	140.0	33.0	0.2357142857142857
416	417	Registeel	Acier		80	75	150	75	150	50	3	1	35.0	35.0	113.0	35.0	0.30973451327433627
417	418	Latias	Dragon	Psy	80	80	90	110	130	110	3	1	116.0	116.0	133.0	116.0	0.8721804511278195
418	419	Mega Latias	Dragon	Psy	80	100	120	140	150	110	3	1					
419	420	Latios	Dragon	Psy	80	90	80	130	110	110	3	1	107.0	107.0	125.0	107.0	0.856
420	421	Mega Latios	Dragon	Psy	80	130	100	160	120	110	3	1	97.0	97.0	108.0	97.0	0.8981481481481481
421	422	Kyogre	Eau		100	100	90	150	140	90	3	1	92.0	92.0	128.0	92.0	0.71875
422	423	Kyogre primaire	Eau		100	150	90	180	160	90	3	1	97.0	97.0	132.0	97.0	0.7348484848484849
423	424	Groudon	Sol		100	150	140	100	90	90	3	1	106.0	106.0	133.0	106.0	0.7969924812030075
424	425	Groudon primaire	Sol	Feu	100	180	160	150	90	90	3	1	91.0	91.0	121.0	91.0	0.7520661157024794
425	426	Rayquaza	Dragon	Vol	105	150	90	150	90	95	3	1	116.0	116.0	140.0	116.0	0.8285714285714286
426	427	Mega Rayquaza	Dragon	Vol	105	180	100	180	100	115	3	1	127.0	127.0	134.0	127.0	0.9477611940298507
427	428	Jirachi	Acier	Psy	100	100	100	100	100	100	3	1	134.0	134.0	153.0	134.0	0.8758169934640523
428	429	Deoxys forme normale	Psy		50	150	50	150	50	150	3	1	99.0	99.0	106.0	99.0	0.9339622641509434
429	430	Deoxys forme attaque	Psy		50	180	20	180	20	150	3	1	121.0	121.0	134.0	121.0	0.9029850746268657
430	431	Deoxys forme d�fense	Psy		50	70	160	70	160	90	3	1	112.0	112.0	151.0	112.0	0.7417218543046358
431	432	Deoxys forme rapide	Psy		50	95	90	95	90	180	3	1	133.0	133.0	145.0	133.0	0.9172413793103448
432	433	Tortipouss	Herbe		55	68	64	45	55	31	4	0	14.0	14.0	120.0	14.0	0.11666666666666667
433	434	Boskara	Herbe		75	89	85	55	65	36	4	0	39.0	39.0	132.0	39.0	0.29545454545454547
434	435	Torterra	Herbe	Sol	95	109	105	75	85	56	4	0	39.0	39.0	113.0	39.0	0.34513274336283184
435	436	Ouisticram	Feu		44	58	44	58	44	61	4	0	47.0	47.0	112.0	47.0	0.41964285714285715
436	437	Chimpenfeu	Feu	Combat	64	78	52	78	52	81	4	0	79.0	79.0	123.0	79.0	0.6422764227642277
437	438	Simiabraz	Feu	Combat	76	104	71	104	71	108	4	0	136.0	136.0	149.0	136.0	0.912751677852349
438	439	Tiplouf	Eau		53	51	53	61	56	40	4	0	20.0	20.0	140.0	20.0	0.14285714285714285
439	440	Prinplouf	Eau		64	66	68	81	76	50	4	0	33.0	33.0	131.0	33.0	0.25190839694656486
440	441	Pingol�on	Eau	Acier	84	86	88	111	101	60	4	0	57.0	57.0	123.0	57.0	0.4634146341463415
441	442	�tourmi	Normal	Vol	40	55	30	30	30	60	4	0	54.0	54.0	124.0	54.0	0.43548387096774194
442	443	�tourvol	Normal	Vol	55	75	50	40	40	80	4	0	75.0	75.0	119.0	75.0	0.6302521008403361
443	444	�touraptor	Normal	Vol	85	120	70	50	60	100	4	0	113.0	113.0	136.0	113.0	0.8308823529411765
444	445	Keunotor	Normal		59	45	40	35	40	31	4	0	19.0	19.0	133.0	19.0	0.14285714285714285
445	446	Castorno	Normal	Eau	79	85	60	55	60	71	4	0	84.0	84.0	139.0	84.0	0.60431654676259
446	447	Crikzik	Insecte		37	25	41	25	41	25	4	0	11.0	11.0	124.0	11.0	0.08870967741935484
447	448	M�lokrik	Insecte		77	85	51	55	51	65	4	0	63.0	63.0	122.0	63.0	0.5163934426229508
448	449	Lixy	Electrique		45	65	34	40	34	45	4	0	36.0	36.0	139.0	36.0	0.2589928057553957
449	450	Luxio	Electrique		60	85	49	60	49	60	4	0	56.0	56.0	126.0	56.0	0.4444444444444444
450	451	Luxray	Electrique		80	120	79	95	79	70	4	0	77.0	77.0	132.0	77.0	0.5833333333333334
451	452	Rozbouton	Herbe	Poison	40	30	35	50	70	55	4	0	33.0	33.0	117.0	33.0	0.28205128205128205
452	453	Roserade	Herbe	Poison	60	70	65	125	105	90	4	0	94.0	94.0	136.0	94.0	0.6911764705882353
453	454	Kranidos	Roche		67	125	40	30	30	58	4	0	35.0	35.0	102.0	35.0	0.3431372549019608
454	455	Charkos	Roche		97	165	60	65	50	58	4	0	48.0	48.0	123.0	48.0	0.3902439024390244
455	456	Dinoclier	Roche	Acier	30	42	118	42	88	30	4	0	14.0	14.0	125.0	14.0	0.112
456	457	Bastiodon	Roche	Acier	60	52	168	47	138	30	4	0	24.0	24.0	121.0	24.0	0.19834710743801653
457	458	Cheniti	Insecte		40	29	45	29	45	36	4	0	18.0	18.0	123.0	18.0	0.14634146341463414
458	459	Cheniselle cape de plante	Insecte	Herbe	60	59	85	79	105	36	4	0	21.0	21.0	126.0	21.0	0.16666666666666666
459	460	Cheniselle cape de sable	Insecte	Sol	60	79	105	59	85	36	4	0	22.0	22.0	129.0	22.0	0.17054263565891473
460	461	Cheniselle cape de corbeille	Insecte	Acier	60	69	95	69	95	36	4	0	36.0	36.0	138.0	36.0	0.2608695652173913
461	462	Papilord	Insecte	Vol	70	94	50	94	50	66	4	0	65.0	65.0	135.0	65.0	0.48148148148148145
462	463	Apitrini	Insecte	Vol	30	30	42	30	42	70	4	0	55.0	55.0	130.0	55.0	0.4230769230769231
463	464	Apireine	Insecte	Vol	70	80	102	80	102	40	4	0	34.0	34.0	127.0	34.0	0.2677165354330709
464	465	Pachirisu	Electrique		60	45	70	45	90	95	4	0	103.0	103.0	141.0	103.0	0.7304964539007093
465	466	Must�bou�e	Eau		55	65	35	60	30	85	4	0	68.0	68.0	111.0	68.0	0.6126126126126126
466	467	Must�flott	Eau		85	105	55	85	50	115	4	0	112.0	112.0	124.0	112.0	0.9032258064516129
467	468	Ceribou	Herbe		45	35	45	62	53	35	4	0	16.0	16.0	135.0	16.0	0.11851851851851852
468	469	Ceriflor	Herbe		70	60	70	87	78	85	4	0	71.0	71.0	114.0	71.0	0.6228070175438597
469	470	Sancoki	Eau		76	48	48	57	62	34	4	0	18.0	18.0	154.0	18.0	0.11688311688311688
470	471	Tritosor	Eau	Sol	111	83	68	92	82	39	4	0	22.0	22.0	124.0	22.0	0.1774193548387097
471	472	Capidextre	Normal		75	100	66	60	66	115	4	0	102.0	102.0	111.0	102.0	0.918918918918919
472	473	Baudrive	Spectre	Vol	90	50	34	60	44	70	4	0	71.0	71.0	113.0	71.0	0.6283185840707964
473	474	Grodrive	Spectre	Vol	150	80	44	90	54	80	4	0	80.0	80.0	128.0	80.0	0.625
474	475	Laporeille	Normal		55	66	44	44	56	85	4	0	93.0	93.0	135.0	93.0	0.6888888888888889
475	476	Lockpin	Normal		65	76	84	54	96	105	4	0	109.0	109.0	121.0	109.0	0.9008264462809917
476	477	Mega Lockpin	Normal	Combat	65	136	94	54	96	135	4	0	124.0	124.0	129.0	124.0	0.9612403100775194
477	478	Magir�ve	Spectre		60	60	60	105	105	105	4	0	106.0	106.0	125.0	106.0	0.848
478	479	Corboss	Obscur	Vol	100	125	52	105	52	71	4	0					
479	480	Chaglam	Normal		49	55	42	42	37	85	4	0	71.0	71.0	117.0	71.0	0.6068376068376068
480	481	Chaffreux	Normal		71	82	64	64	59	112	4	0	111.0	111.0	119.0	111.0	0.9327731092436975
481	482	Korillon	Psy		45	30	50	65	50	45	4	0	17.0	17.0	123.0	17.0	0.13821138211382114
482	483	Moufouette	Poison	Obscur	63	63	47	41	41	74	4	0	70.0	70.0	125.0	70.0	0.56
